Title;URL;Engine;Info;Dimensions;Year Built;Location;Price;Model;Length;Beam;Age
Swan 60-906;https://www.yachtall.com/en/boat/swan-60-906-s195635; Yanmar, 110 hp (81 kW); Artech, used boat; 18.86 m x 5.09 m;2012;France, Port Grimaud;1450000;Artech;18.86;5.09;11
Hallberg-Rassy HR 64;https://www.boat24.com/en/sailingboats/hallberg-rassy/hallberg-rassy-hr-64/detail/465483/;1 x 300 HP / 221 kW;;19.85 x 5.17 m;2012;Italy;1400000;Hallberg-Rassy;19.85;5.17;11
Marine Concepts One Off 70;https://www.boat24.com/en/sailingboats/marine-concepts-one-off-70/detail/448489/;1 x 200 HP / 147 kW;;21.10 x 5.94 m;2013;France » VAR, Mer Méditerranée;1400000;Marine;21.1;5.94;10
38M Schooner, 5 Cabins;https://www.yachtall.com/en/boat/38m-schooner-5-cabins-s78180; Cummins, 2 x 400 hp (294 kW), diesel; Ericson Yachts, used boat, GRP/polyester; 14.50 m x 4.19 m;2008;Turkey;1400000;Ericson Yachts;14.5;4.19;15
Gulet Caicco ECO 552;https://www.yachtall.com/en/boat/gulet-caicco-eco-552-s36837; Cummins, 2 x 400 hp (294 kW), diesel; Wibo / van Wijk, used boat, steel boat; 37.20 m x 7.60 m;2008;Turkey;1400000;Wibo / van Wijk;37.2;7.6;15
Lagoon 620;https://www.yachtall.com/en/boat/lagoon-620-s216483; 2 x 220 hp (162 kW), diesel; Hanse, used boat, GRP/polyester; 18.90 m x 10 m;2016;Martinique, Le Marin;1400000;Hanse;18.9;10;7
Marine Concepts One Off 70;https://www.yachtall.com/en/boat/marine-concepts-one-off-70-s92127; Deutz M.W.M., 200 hp (147 kW); Marine Concepts, used boat; 21.10 m x 5.94 m;2013;France, Var, Mer Méditerranée;1400000;Marine Concepts;21.1;5.94;10
Hallberg-Rassy 64;https://www.boat24.com/en/sailingboats/hallberg-rassy/hallberg-rassy-64/detail/469762/;;;19.85 x 5.17 m;2012;Germany » Baltic Coast;1399000;Hallberg-Rassy;19.85;5.17;11
Nautor's Swan 76;https://www.yachtall.com/en/boat/nautors-swan-76-s202914; Steyr MO 166M28, 163 hp (120 kW), diesel; Nautor's Swan, used boat, GRP/polyester; 20.12 m x 5.39 m;2010;Spain, Palma Di Maiorca;1395000;Nautor's Swan;20.12;5.39;13
Nautor's Swan 54;https://www.yachtall.com/en/boat/nautors-swan-54-s202918; Yanmar 4JH110 CR, 110 hp (81 kW), diesel; Nautor's Swan, used boat; 16.48 m x 4.75 m;2018;New Zealand, Auckland;1390000;Nautor's Swan;16.48;4.75;5
Nautor Swan 48;https://www.boat24.com/en/sailingboats/nautor-swan-48/detail/545898/;1 x 75 HP / 55 kW;;14.78 x 4.59 m;2020;Spain » Alicante;1380000;Nautor;14.78;4.59;3
Nautor's Swan 48;https://www.yachtall.com/en/boat/nautors-swan-48-s187112; Volvo Penta D-2-75, 75 hp (55 kW), diesel; Bénéteau, used boat; 15.78 m x 4.59 m;2020;Spain, Alicante;1380000;Bénéteau;15.78;4.59;3
Nautor's Swan 48;https://www.yachtall.com/en/boat/nautors-swan-48-s204004; Volvo Penta, 75 hp (55 kW), diesel; Custom built/Eigenbau, old-timer; 14.75 m x 4.79 m;2020;Spain, Alicante;1380000;Custom built/Eigenbau;14.75;4.79;3
Nautor Swan 48 MkII;https://www.boat24.com/en/sailingboats/nautor-swan-48-mkii/detail/548504/;;;15.78 x 4.59 m;2020;Italy » Sardinia;1350000;Nautor;15.78;4.59;3
Gulet Caicco ECO 330;https://www.yachtall.com/en/boat/gulet-caicco-eco-330-s117155; Iveco, 2 x 360 hp (265 kW), diesel; Cantiere del Pardo, used boat, GRP/polyester; 33 m x 8 m;2008;Turkey;1350000;Cantiere del Pardo;33;8;15
Nautor's Swan 48;https://www.yachtall.com/en/boat/nautors-swan-48-s204005; SOLE, 29 hp (21 kW), diesel; Nauta, used boat, GRP/polyester; 14.78 m x 4.59 m;2021;Spain, Badalona;1350000;Nauta;14.78;4.59;2
Lagoon 560 S2;https://www.yachtall.com/en/boat/lagoon-560-s2-s211641; Yanmar, 2 x 110 hp (81 kW), diesel; Jeanneau, used boat, GRP/polyester; 17.07 m x 9.44 m;2014;Greece, Athens;1350000;Jeanneau;17.07;9.44;9
Schooner Eldorado;https://www.yachtall.com/en/boat/schooner-eldorado-s67280; Scania, 483 hp (355 kW), diesel; Schooner, used boat, steel boat; 38 m x 6.50 m;2007;Germany, Contact De Valk Hindeloopen;1300000;Schooner;38;6.5;16
Black Sea Yachtyard BSY 220S;https://www.yachtall.com/en/boat/black-sea-yachtyard-bsy-220s-s20251; 215 hp (158 kW); Black Sea Yachtyard, used boat, steel boat; 21.90 m x 5.80 m;2013;Ukraine, ????????;1300000;Black Sea Yachtyard;21.9;5.8;10
32M, 5 Cabin Epoxy HULL Gulet;https://www.yachtall.com/en/boat/32m-5-cabin-epoxy-hull-gulet-s139716; Iveco, 2 x 450 hp (331 kW), diesel; Dufour, used boat, GRP/polyester; 11.25 m x 3.85 m;2004;Turkey, Bodrum;1300000;Dufour;11.25;3.85;19
Hanse 675;https://www.boat24.com/en/sailingboats/hanse/hanse-675/detail/526208/;1 x 230 HP / 169 kW;;21.10 x 5.90 m;2018;Croatia » Split;1290000;Hanse;21.1;5.9;5
Tréhard Vaton Yacht 103 Beautiful Sailboat of 103;https://www.yachtall.com/en/boat/trehard-vaton-yacht-103-beautiful-sailboat-of-103-s145484; Caterpillar 3208, 2 x 360 hp (265 kW), diesel; Cantiere del Pardo, used boat, GRP/polyester; 31.35 m x 7.40 m;1993;Spain, Barcelona;1275000;Cantiere del Pardo;31.35;7.4;30
Amel 50;https://www.yachtall.com/en/boat/amel-50-s209429; Volvo Penta D3-110, 110 hp (81 kW), diesel; Amel, used boat, GRP/polyester; 16.50 m x 4.79 m;2020;France, Atlantikküste;1250000;Amel;16.5;4.79;3
Cobana 26M, 2 Engines, 4 Cabins;https://www.yachtall.com/en/boat/cobana-26m-2-engines-4-cabins-s186017; Volvo Penta, 2 x 237 hp (174 kW), diesel; Cobana Boat, used boat, mahogany; 14.98 m x 4.60 m;2008;Turkey, Bodrum;1250000;Cobana Boat;14.98;4.6;15
Jeanneau 64;https://www.boat24.com/en/sailingboats/jeanneau/jeanneau-64/detail/551322/;1 x 195 HP / 143 kW;;20.09 x 5.41 m;2020;Turkey » MARMAR?S;1249000;Jeanneau;20.09;5.41;3
Jeanneau 64;https://www.yachtall.com/en/boat/jeanneau-64-s215484; Volvo Penta D4, 195 hp (143 kW), diesel; Jeanneau, used boat; 20.09 m x 5.41 m;2020;Turkey, Marmaris;1249000;Jeanneau;20.09;5.41;3
Shipman 59;https://www.yachtall.com/en/boat/shipman-59-s183667; Volvo Penta, 136 hp (100 kW), diesel; Hallberg-Rassy, used boat, GRP/polyester; 17.98 m x 5.29 m;2014;Spain, Valencia;1200000;Hallberg-Rassy;17.98;5.29;9
Gulet Caicco ECO 687;https://www.yachtall.com/en/boat/gulet-caicco-eco-687-s159243; Volvo Penta D13, 600 hp (441 kW), diesel; Harmony Yachts, used boat, GRP/polyester; 22 m x 6.50 m;2015;Turkey;1200000;Harmony Yachts;22;6.5;8
CNB 93;https://www.yachtall.com/en/boat/cnb-93-s168768; Caterpillar CATERPILLAR ACERT C7 370, 75 hp (55 kW), diesel; CNB, used boat, aluminium boat; 28.45 m x 6.70 m;2001;France, Sud de France;1200000;CNB;28.45;6.7;22
ICE Yachts ICE 62;https://www.yachtall.com/en/boat/ice-yachts-ice-62-s185781; Volvo Penta, 150 hp (110 kW), diesel; Hanse, used boat, GRP/polyester; 18.83 m x 5.20 m;2016;Spain, Barcelona;1200000;Hanse;18.83;5.2;7
Brune B60 Performance;https://www.yachtall.com/en/boat/brune-b60-performance-s215974; Yanmar, 110 hp (81 kW), diesel; Brune, used boat, GRP/polyester; 18.23 m x 5.30 m;2012;Greece, Contact De Valk Corfu;1200000;Brune;18.23;5.3;11
Lagoon 560 S2;https://www.yachtall.com/en/boat/lagoon-560-s2-s154927; Yanmar, 2 x 220 hp (162 kW), diesel; Bénéteau, used boat; 17.07 m x 9.45 m;2014;Greece, Athens;1200000;Bénéteau;17.07;9.45;9
Cantiere Craglietto Ketch;https://www.yachtall.com/en/boat/cantiere-craglietto-ketch-s136769; Doosan L136TI, 2 x 450 hp (331 kW), diesel; Invicta, used boat, GRP/polyester; 29.65 m x 5.64 m;1968;France, Sète;1200000;Invicta;29.65;5.64;55
Black Pepper Code 2 .1;https://www.boat24.com/en/sailingboats/black-pepper/black-pepper-code-2-1/detail/430214/;;;20.50 x 5.30 m;2019;France » Cogolin;1190000;Black;20.5;5.3;4
Black Pepper Code 2.1;https://www.yachtall.com/en/boat/black-pepper-code-2.1-s114351; Yanmar 4JH4-HTE, 110 hp (81 kW), diesel; Bavaria, used boat, GRP/polyester; 17.50 m x 5.30 m;2019;France, Port Grimaud;1190000;Bavaria;17.5;5.3;4
Jongert ds 25;https://www.yachtall.com/en/boat/jongert-ds-25-s214211; Mercedes-Benz, 300 hp (221 kW), diesel; Bavaria, used boat, GRP/polyester; 23.59 m x 6 m;1980;Spain, Balis;1150000;Bavaria;23.59;6;43
Jeanneau Yachts 64;https://www.boat24.com/en/sailingboats/jeanneau/jeanneau-yachts-64/detail/551946/;1 x 180 HP / 132 kW;;20.10 x 5.40 m;2017;Turkey » Marmaris;1100000;Jeanneau;20.1;5.4;6
Pegasus Yachts P50 Electric;https://www.boat24.com/en/sailingboats/pegasus-yachts-p50-electric/detail/521778/;1 x 15 HP / 11 kW;;14.98 x 4.83 m;2022;Italy;1100000;Pegasus;14.98;4.83;1
Nautor Swan Club Swan 50;https://www.boat24.com/en/sailingboats/nautor-swan-club-swan-50/detail/521359/;;;16.74 x 4.20 m;2017;Spain » Alicante;1100000;Nautor;16.74;4.2;6
30M, 10 Cabins Bodrum Gulet;https://www.yachtall.com/en/boat/30m-10-cabins-bodrum-gulet-s56047; Volvo Penta, 2 x 310 hp (228 kW), diesel; Gibert Marine, used boat, GRP/polyester; 30 m x 7.30 m;1996;Turkey;1100000;Gibert Marine;30;7.3;27
Gulet Caicco ECO 439;https://www.yachtall.com/en/boat/gulet-caicco-eco-439-s37929; Volvo Penta, 2 x 280 hp (206 kW), diesel; Bénéteau, used boat, GRP/polyester; 30 m x 7.20 m;1997;Turkey;1100000;Bénéteau;30;7.2;26
Jeanneau Yachts 64;https://www.yachtall.com/en/boat/jeanneau-yachts-64-s198076; Volvo Penta, 180 hp (132 kW), diesel; Jeanneau, used boat; 20.10 m x 5.40 m;2017;Turkey, Marmaris;1100000;Jeanneau;20.1;5.4;6
Nautor's Swan 50;https://www.yachtall.com/en/boat/nautors-swan-50-s202905; Volvo Penta D2-40, diesel; Contest Yachts / Conyplex, used boat, GRP/polyester; 15.24 m x 4.20 m;2017;Spain, Calpe;1100000;Contest Yachts / Conyplex;15.24;4.2;6
Gulet Caicco ECO 662;https://www.yachtall.com/en/boat/gulet-caicco-eco-662-s121318; MAN, 2 x 440 hp (324 kW), diesel; Delphia Yachts, used boat; 35 m x 8 m;2007;Turkey;1090000;Delphia Yachts;35;8;16
X-Yachts X-65;https://www.boat24.com/en/sailingboats/x-yachts/x-yachts-x-65/detail/526293/;;;20.01 x 5.36 m;2010;Slovenia » Izola;1050000;X-Yachts;20.01;5.36;13
Gulet Caicco ECO 430;https://www.yachtall.com/en/boat/gulet-caicco-eco-430-s70565; Isotta Fraschini, 2 x 408 hp (300 kW); Goetz Custom Sailboats, used boat, Kevlar/Carbon; 24.97 m x 6.92 m;2005;Turkey;1050000;Goetz Custom Sailboats;24.97;6.92;18
Gulet 38m;https://www.yachtall.com/en/boat/gulet-38m-s196193; Caterpillar, 542 hp (399 kW), diesel; Bavaria, used boat, GRP/polyester; 38 m x 9.40 m;2000;Greece, Contact De Valk Corfu;1000000;Bavaria;38;9.4;23
Scorpio 75 - Hull n° 031;https://www.yachtall.com/en/boat/scorpio-75-hull-n-031-s212416; Perkins Sabre 300 HP - New 2016, 300 hp (221 kW), diesel; Scorpio, used boat; 21.60 m x 5.26 m;1991;Turkey;1000000;Scorpio;21.6;5.26;32
Scorpio 72;https://www.yachtall.com/en/boat/scorpio-72-s182019; Perkins Sabre, 300 hp (221 kW); Custom built/Eigenbau, used boat; 23.72 m x 5.40 m;1991;Turkey, Mugla;1000000;Custom built/Eigenbau;23.72;5.4;32
Custom built Gulet;https://www.yachtall.com/en/boat/custom-built-gulet-s113404; Caterpillar, 2 x 487 hp (358 kW), diesel; Bénéteau, used boat, GRP/polyester; 31 m x 7.40 m;1998;Turkey;1000000;Bénéteau;31;7.4;25
Grand Soleil 52 LC;https://www.yachtall.com/en/boat/grand-soleil-52-lc-s203735; Volvo Penta, 2 x 75 hp (55 kW), diesel; Schooner, old-timer, steel boat; 16.98 m x 4.85 m;2019;American Virgin Islands, Saint Thomas, Charlotte Amalie, Amerikanische Jungferninseln;999000;Schooner;16.98;4.85;4
Puffin 58ft;https://www.boat24.com/en/sailingboats/puffin-58ft/detail/530221/;;;21.30 x 5.43 m;2015;Netherlands » Lelystad;998500;Puffin;21.3;5.43;8
Garcia 86 QR;https://www.yachtall.com/en/boat/garcia-86-qr-s143114; Volvo Penta TAMD 63 P/L, 318 hp (234 kW), diesel; Garcia Yachting, used boat, aluminium boat; 26.33 m x 6.95 m;2005;France, Bretagne;995000;Garcia Yachting;26.33;6.95;18
34M Epoxy HULL 5 Cabins Gulet;https://www.yachtall.com/en/boat/34m-epoxy-hull-5-cabins-gulet-s116291; MAN, 2 x 240 hp (177 kW), diesel; Bavaria, used boat; 11.30 m x 3.67 m;2002;Turkey;995000;Bavaria;11.3;3.67;21
Garcia 86 Lifting KEEL;https://www.yachtall.com/en/boat/garcia-86-lifting-keel-s187036; Volvo Penta, 318 hp (234 kW), diesel; Custom built/Eigenbau, used boat, mahogany; 26.33 m x 6.95 m;2005;France, Brest;995000;Custom built/Eigenbau;26.33;6.95;18
Schooner 30 M;https://www.yachtall.com/en/boat/schooner-30-m-s216456; Perkins Sabre, 185 hp (136 kW), diesel; Schooner, used boat, steel boat; 30.44 m x 5.80 m;1990;Thailand, Contact De Valk Loosdrecht;995000;Schooner;30.44;5.8;33
Vismara V71;https://www.yachtall.com/en/boat/vismara-v71-s187086; Yanmar YANMAR 4JH110, 110 hp (81 kW), diesel; Vismara, used boat, Kevlar/Carbon; 21.82 m x 4.79 m;2010;Italy, Olbia;995000;Vismara;21.82;4.79;13
Marten 72 Racer;https://www.yachtall.com/en/boat/marten-72-racer-s95933; Yanmar, 85 hp (63 kW); Bénéteau, used boat; 22 m x 5 m;2006;Spain, Valencia;992000;Bénéteau;22;5;17
Moody 54 DS (scafo n.55);https://www.boat24.com/en/sailingboats/moody/moody-54-ds-scafo-n55/detail/518223/;1 x 150 HP / 110 kW;;17.10 x 5.19 m;2019;Italy;990000;Moody;17.1;5.19;4
Custom built Dubois 92;https://www.yachtall.com/en/boat/custom-built-dubois-92-s187216; Mercedes-Benz, 414 hp (304 kW), diesel; Bénéteau, used boat; 28 m x 6.66 m;1985;France, Nice;990000;Bénéteau;28;6.66;38
16 Cabins Cruising Ship;https://www.yachtall.com/en/boat/16-cabins-cruising-ship-s173510; Caterpillar, 500 hp (368 kW); JPK Composites, used boat, GRP/polyester; 29 m x 7 m;2008;Croatia;980000;JPK Composites;29;7;15
Jeanneau 64;https://www.boat24.com/en/sailingboats/jeanneau/jeanneau-64/detail/524375/;1 x 180 HP / 132 kW;;19.85 x 5.43 m;2015;Greece » Corfu;975000;Jeanneau;19.85;5.43;8
29M, 6 Cabins, 2 Engines, Epoxy;https://www.yachtall.com/en/boat/29m-6-cabins-2-engines-epoxy-s78129; MAN, 2 x 440 hp (324 kW), diesel; Cantiere del Pardo, used boat; 20 m x 4.10 m;2007;Turkey;975000;Cantiere del Pardo;20;4.1;16
Olsen 72ft Cutter Rigged Sloop;https://www.yachtall.com/en/boat/olsen-72ft-cutter-rigged-sloop-s117394; Deutz, 160 hp (118 kW), diesel; Bavaria, used boat; 22 m x 4.55 m;2001;Germany, Flensburg;965000;Bavaria;22;4.55;22
Lagoon 52 F;https://www.yachtall.com/en/boat/lagoon-52-f-s199772; Yanmar 4JH80, 80 hp (59 kW), diesel; Lagoon, used boat, GRP/polyester; 15.84 m x 8.60 m;2016;Panama;960000;Lagoon;15.84;8.6;7
Bénéteau 54 Yacht;https://www.yachtall.com/en/boat/beneteau-54-yacht-s198227; Yanmar 4JH110 CR, 110 hp (81 kW), diesel; Bénéteau, used boat, GRP/polyester; 16.46 m x 4.88 m;2022;USA, Florida, Miami;960000;Bénéteau;16.46;4.88;1
Grand Soleil  58;https://www.boat24.com/en/sailingboats/grand-soleil/grand-soleil-58/detail/516904/;1 x 110 HP / 81 kW;;17.50 x 5.20 m;2017;Spain » Valencia;950000;Grand;17.5;5.2;6
Futuna 70;https://www.yachtall.com/en/boat/futuna-70-s122020; Yanmar, 200 hp (147 kW), diesel; Futuna Yachts, used boat, aluminium boat; 21.75 m x 5.95 m;2010;France, Marseille;950000;Futuna Yachts;21.75;5.95;13
24M RINA Class 4 Cabins;https://www.yachtall.com/en/boat/24m-rina-class-4-cabins-s74667; Volvo Penta, 2 x 265 hp (195 kW), diesel; Hanse, used boat, GRP/polyester; 12.10 m x 3.80 m;2009;Turkey;950000;Hanse;12.1;3.8;14
Gulet Caicco ECO 630 RINA C;https://www.yachtall.com/en/boat/gulet-caicco-eco-630-rina-c-s51438; Volvo Penta, 2 x 265 hp (195 kW), diesel; Northshore, used boat, GRP/polyester; 23.90 m x 6.45 m;2009;Turkey;950000;Northshore;23.9;6.45;14
Classic Gaff Schooner;https://www.yachtall.com/en/boat/classic-gaff-schooner-s205150; Iveco, 355 hp (261 kW); Jeanneau, used boat; 28.60 m x 5.60 m;1948;France, Cannes;950000;Jeanneau;28.6;5.6;75
Moody DS 54;https://www.yachtall.com/en/boat/moody-ds-54-s217222; Volvo Penta D3, 150 hp (110 kW); Moody, used boat; 17.10 m x 5.19 m;2016;Montenegro;950000;Moody;17.1;5.19;7
Nautor's Swan 50;https://www.yachtall.com/en/boat/nautors-swan-50-s202922; Volvo Penta D2-40, 40 hp (29 kW), diesel; Su?kowski, used boat, GRP/polyester; 15.24 m x 4.20 m;2017;Spain, Valencia;950000;Su?kowski;15.24;4.2;6
Sunreef 60;https://www.yachtall.com/en/boat/sunreef-60-s204739; Yanmar, 2 x 100 hp (74 kW), diesel; Bavaria, used boat, GRP/polyester; 18.28 m x 9.30 m;2005;Spain, Valencia;949000;Bavaria;18.28;9.3;18
Gulet Caicco ECO 546 Steel Hull;https://www.yachtall.com/en/boat/gulet-caicco-eco-546-steel-hull-s49254; Iveco 8210SRM36 (anno 2002), 2 x 360 hp (265 kW), diesel; Sweden Yachts, used boat, GRP/polyester; 27.80 m x 7 m;2013;Turkey;940000;Sweden Yachts;27.8;7;10
Feadship Paviljoentjalk;https://www.yachtall.com/en/boat/feadship-paviljoentjalk-s146272; Perkins Sabre, 2 x 204 hp (150 kW), diesel; Feadship, old-timer, steel boat; 27.70 m x 5.40 m;1957;Netherlands, Contact De Valk Loosdrecht;925000;Feadship;27.7;5.4;66
Custom 27M Ketch;https://www.boat24.com/en/sailingboats/custom-27m-ketch/detail/426970/;;;27.00 x 6.45 m;2015;Turkey » Bodrum;900000;Custom;27;6.45;8
Gulet Caicco ECO 625 + CE Mark;https://www.yachtall.com/en/boat/gulet-caicco-eco-625-ce-mark-s59462; Iveco, 2 x 280 hp (206 kW), diesel; Classic, used boat, wooden boat; 23.95 m x 6.40 m;2009;Turkey;900000;Classic;23.95;6.4;14
24M, 6 Cabin Epoxy HULL;https://www.yachtall.com/en/boat/24m-6-cabin-epoxy-hull-s72804; Iveco, 2 x 270 hp (199 kW), diesel; Sirena Marine, used boat, GRP/polyester; 24 m x 6.90 m;2018;Turkey;900000;Sirena Marine;24;6.9;5
Custom built 27M Ketch;https://www.yachtall.com/en/boat/custom-built-27m-ketch-s113532; MAN, 350 hp (257 kW); Bavaria, used boat; 27 m x 6.45 m;2015;Turkey, Bodrum;900000;Bavaria;27;6.45;8
Henry R. Hinckley (USA) 73' YAWL;https://www.yachtall.com/en/boat/henry-r.-hinckley-usa-73-yawl-s215369; Yanmar, 200 hp (147 kW); Leonardo Yachts, used boat, GRP/polyester; 22.36 m x 4.70 m;1956;Italy, Liguria;900000;Leonardo Yachts;22.36;4.7;67
Sunreef 62;https://www.yachtall.com/en/boat/sunreef-62-s209143; Yanmar, 2 x 125 hp (92 kW), diesel; Catalina, used boat, GRP/polyester; 18.29 m x 9.20 m;2005;French Polynesia, Tahiti;900000;Catalina;18.29;9.2;18
Discovery Yachts 57;https://www.boat24.com/en/sailingboats/discovery-yachts/discovery-yachts-57/detail/480796/;1 x 150 HP / 110 kW;;17.48 x 5.10 m;2012;United Kingdom » Vereinigtes Königreich Großbritannien;899000;Discovery;17.48;5.1;11
Discovery 57;https://www.yachtall.com/en/boat/discovery-57-s156698; Volvo Penta D3-150, 150 hp (110 kW), diesel; Van de Stadt, used boat, wooden boat; 17.48 m x 5.10 m;2012;Great Britain;899000;Van de Stadt;17.48;5.1;11
Bestevaer 56 ST;https://www.boat24.com/en/sailingboats/bestevaer-56-st/detail/539083/;1 x 75 HP / 55 kW;;17.89 x 4.64 m;2014;Greece » Contact De Valk Corfu;895000;Bestevaer;17.89;4.64;9
Bestevaer 56 ST;https://www.yachtall.com/en/boat/bestevaer-56-st-s207751; Yanmar, 75 hp (55 kW), diesel; Bestevaer, used boat, aluminium boat; 17.89 m x 4.64 m;2014;Greece, Contact De Valk Corfu;895000;Bestevaer;17.89;4.64;9
Moody;https://www.yachtall.com/en/boat/moody-s197966; Volvo Penta D3-110, 106 hp (78 kW), diesel; Moody, used boat, GRP/polyester; 13.72 m x 4.57 m;2021;USA, Florida, Lighthouse Point;895000;Moody;13.72;4.57;2
Solaris 61;https://www.yachtall.com/en/boat/solaris-61-s215266; Yanmar, 200 hp (147 kW), diesel; Jeanneau, used boat, GRP/polyester; 18.91 m x 5.11 m;2011;France, Saint-Tropez;890000;Jeanneau;18.91;5.11;12
Felci 71;https://www.yachtall.com/en/boat/felci-71-s199632; Yanmar, 260 hp (191 kW), diesel; Jeanneau, used boat; 21.60 m x 5.95 m;2008;Italy;890000;Jeanneau;21.6;5.95;15
Maxi Dolphin 65';https://www.yachtall.com/en/boat/maxi-dolphin-65-s58500; Yanmar, 125 hp (92 kW); Maxi Dolphin, used boat; 20.01 m x 5.27 m;2003;France;890000;Maxi Dolphin;20.01;5.27;20
Felci 71;https://www.yachtall.com/en/boat/felci-71-s199259; Yanmar, 260 hp (191 kW), diesel; Bénéteau, used boat, GRP/polyester; 21.60 m x 5.95 m;2008;Italy;890000;Bénéteau;21.6;5.95;15
Solaris 60 One, Bill Tripp design;https://www.boat24.com/en/sailingboats/solaris/solaris-60-one-bill-tripp-design/detail/530558/;1 x 200 HP / 147 kW;;18.91 x 5.10 m;2010;Croatia » Sibenik-Knin » Sibenik;885000;Solaris;18.91;5.1;13
Bénéteau Océanis Yacht 54;https://www.yachtall.com/en/boat/beneteau-oceanis-yacht-54-s196734; Yanmar, 110 hp (81 kW), diesel; Bénéteau, used boat, GRP/polyester; 16.46 m x 4.88 m;2021;USA, Florida, Miami;879900;Bénéteau;16.46;4.88;2
Océanis 62;https://www.yachtall.com/en/boat/oceanis-62-s200340; Yanmar 170 HP 4LV, 170 hp (125 kW); Bénéteau, used boat, GRP/polyester; 19.16 m x 5.33 m;2018;France, Marseille;875000;Bénéteau;19.16;5.33;5
Nautor's Swan 86;https://www.yachtall.com/en/boat/nautors-swan-86-s199437; Yanmar 6LYA (2014), 380 hp (279 kW), diesel; Nautor's Swan, used boat, GRP/polyester; 26 m x 6.20 m;1988;Germany, Malaysia;872897;Nautor's Swan;26;6.2;35
Bénéteau Oceanis Yacht 54;https://www.boat24.com/en/sailingboats/beneteau/beneteau-oceanis-yacht-54/detail/533107/;1 x 110 HP / 81 kW;;17.12 x 5.00 m;2023;Italy;870000;Bénéteau;17.12;5;0
MAXI 79;https://www.yachtall.com/en/boat/maxi-79-s191769; König Kohler 13 KW 60 Amp, 60 hp (44 kW), diesel; McConaghy Boats, used boat; 24.01 m x 5.44 m;1995;Italy, La Spezia;850000;McConaghy Boats;24.01;5.44;28
Taiwan Yacht Industry Association Ketsch;https://www.yachtall.com/en/boat/taiwan-yacht-industry-association-ketsch-s217684; 2 x 85 hp (63 kW); Taiwan Yacht Industry Association, used boat; 19.50 m x 5 m;2000;Greece, Samos;849500;Taiwan Yacht Industry Association;19.5;5;23
